Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995
Too Sick to Transplant,Virginia,A,348,23,30,27,20,27,26,31,24,18,10,12,10,9,13,5,10,3,5,3,9,6,8,5,12,2,1
Too Sick to Transplant,Virginia,B,210,10,19,24,25,12,14,15,7,8,7,8,7,8,5,6,3,2,3,3,4,5,4,2,8,3,2
Too Sick to Transplant,Virginia,AB,46,2,5,8,2,0,5,1,2,3,4,4,0,1,2,2,0,0,0,2,2,0,0,0,1,0,0
Too Sick to Transplant,Washington,All ABO,873,65,81,130,92,65,52,46,29,22,29,27,28,10,25,12,25,13,22,11,20,17,22,16,15,2,4
Too Sick to Transplant,Washington,O,433,31,42,64,51,30,27,25,11,13,13,13,10,2,9,7,15,3,10,5,14,9,13,9,7,1,3
Too Sick to Transplant,Washington,A,301,18,33,44,30,25,14,17,10,5,11,10,11,4,13,4,6,9,8,5,5,5,4,4,7,1,0
Too Sick to Transplant,Washington,B,116,15,5,17,8,7,9,4,7,4,3,4,6,3,3,1,3,0,3,1,1,3,5,3,1,0,1
Too Sick to Transplant,Washington,AB,23,1,1,5,3,3,2,0,1,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Too Sick to Transplant,West Virginia,All ABO,145,4,15,14,9,8,9,9,12,5,14,3,7,5,2,2,5,0,0,0,2,3,1,4,8,2,2
Too Sick to Transplant,West Virginia,O,70,3,5,8,6,3,3,3,7,2,4,2,3,3,2,0,4,0,0,0,2,1,1,2,4,1,1
Too Sick to Transplant,West Virginia,A,57,1,9,5,1,5,4,5,3,3,10,0,2,1,0,2,0,0,0,0,0,1,0,2,2,1,0
Too Sick to Transplant,West Virginia,B,16,0,1,1,2,0,2,1,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,2,0,0
Too Sick to Transplant,West Virginia,AB,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Too Sick to Transplant,Wisconsin,All ABO,"1,139",89,91,72,107,66,102,61,47,41,37,38,34,48,28,41,44,27,35,24,27,24,14,20,17,17,16
Too Sick to Transplant,Wisconsin,O,565,44,39,33,59,30,43,26,22,23,17,23,16,24,15,20,27,15,20,11,13,10,9,12,8,8,9
Too Sick to Transplant,Wisconsin,A,336,22,31,25,31,24,35,25,13,10,13,10,15,11,7,9,6,8,3,5,5,9,1,7,5,8,6
Too Sick to Transplant,Wisconsin,B,201,21,20,9,13,10,16,9,11,8,5,4,3,11,5,11,10,4,10,7,8,5,4,1,4,1,0
Too Sick to Transplant,Wisconsin,AB,37,2,1,5,4,2,8,1,1,0,2,1,0,2,1,1,1,0,2,1,1,0,0,0,0,0,1
Transplanted At Another Center,All Center States,All ABO,"42,857","3,057","3,318","2,867","2,668","2,526","2,259","2,069","1,999","1,907","1,988","1,855","1,842","1,731","1,686","1,538","1,499","1,378","1,113","1,146","1,071","1,037",922,755,749,705,664
Transplanted At Another Center,All Center States,O,"21,125","1,540","1,671","1,429","1,305","1,203","1,019",996,994,933,999,926,905,851,875,744,758,666,597,595,519,513,430,361,379,344,335
Transplanted At Another Center,All Center States,A,"13,723",916,"1,017",864,865,854,802,694,629,626,631,593,600,546,524,513,459,454,302,354,343,348,310,239,255,235,194
Transplanted At Another Center,All Center States,B,"6,533",510,517,479,399,378,351,309,306,274,297,276,264,274,223,232,222,216,183,164,172,139,149,127,94,107,107
Transplanted At Another Center,All Center States,AB,"1,477",91,113,95,99,91,87,70,70,74,61,60,73,60,64,49,60,42,31,33,37,37,33,28,21,19,28
Transplanted At Another Center,Alabama,All ABO,"1,854",61,72,75,90,116,105,110,115,131,119,108,104,116,98,57,73,72,43,51,25,30,28,13,17,13,25
Transplanted At Another Center,Alabama,O,990,35,39,41,48,65,47,65,67,67,70,61,51,57,49,26,36,32,30,30,12,17,13,7,9,8,15
Transplanted At Another Center,Alabama,A,526,11,19,21,28,28,25,28,26,47,31,28,37,37,30,14,25,26,7,12,10,8,10,5,7,3,7
Transplanted At Another Center,Alabama,B,278,14,13,12,14,18,28,12,16,12,13,18,13,18,17,16,8,9,6,8,3,3,3,0,0,2,3
Transplanted At Another Center,Alabama,AB,60,1,1,1,0,5,5,5,6,5,5,1,3,4,2,1,4,5,0,1,0,2,2,1,1,0,0
Transplanted At Another Center,Arizona,All ABO,404,36,46,49,33,31,22,29,23,18,16,9,13,6,8,3,8,7,5,11,4,8,9,4,3,4,1
Transplanted At Another Center,Arizona,O,185,13,22,24,18,9,12,12,14,7,7,4,7,4,4,1,5,5,3,3,1,3,2,3,1,1,1
Transplanted At Another Center,Arizona,A,145,13,14,13,11,17,5,12,5,9,4,2,6,2,3,2,3,1,1,6,3,3,5,1,2,3,0
Transplanted At Another Center,Arizona,B,60,9,8,11,4,4,5,5,3,0,3,2,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0
Transplanted At Another Center,Arizona,AB,14,1,2,1,0,1,0,0,1,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Transplanted At Another Center,Arkansas,All ABO,96,1,8,5,4,4,5,7,5,5,4,5,4,5,1,0,1,5,4,5,1,4,2,2,2,6,1
Transplanted At Another Center,Arkansas,O,54,0,6,3,1,2,2,4,3,5,2,3,0,3,0,0,1,3,1,2,1,3,1,2,1,5,0
Transplanted At Another Center,Arkansas,A,28,1,2,0,1,2,2,3,1,0,1,2,3,1,0,0,0,1,1,2,0,1,1,0,1,1,1
Transplanted At Another Center,Arkansas,B,13,0,0,2,2,0,0,0,1,0,1,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0
Transplanted At Another Center,Arkansas,AB,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,California,All ABO,"5,246",418,370,340,308,368,318,288,280,268,277,208,205,186,185,143,180,141,113,92,87,74,117,82,94,92,103
Transplanted At Another Center,California,O,"2,554",213,179,173,155,182,153,133,142,125,131,97,97,85,100,67,92,64,63,44,39,31,49,36,47,46,55
Transplanted At Another Center,California,A,"1,674",123,124,99,80,107,109,102,89,87,94,71,65,58,55,52,59,46,31,32,35,29,43,36,28,31,21
Transplanted At Another Center,California,B,822,71,56,56,62,61,49,42,40,46,43,30,31,36,23,18,22,24,14,13,12,8,19,9,16,13,18
Transplanted At Another Center,California,AB,196,11,11,12,11,18,7,11,9,10,9,10,12,7,7,6,7,7,5,3,1,6,6,1,3,2,9
Transplanted At Another Center,Colorado,All ABO,418,27,38,25,25,28,19,17,10,15,23,19,22,20,12,14,10,16,15,13,8,7,8,7,8,7,8
Transplanted At Another Center,Colorado,O,228,13,20,12,12,18,12,10,1,9,11,12,11,13,5,9,6,6,10,7,6,4,2,4,5,6,6
Transplanted At Another Center,Colorado,A,126,11,10,7,9,9,6,5,6,4,9,4,8,4,6,4,1,6,4,3,1,2,3,1,1,1,2
Transplanted At Another Center,Colorado,B,52,3,5,5,4,0,1,1,2,2,3,3,2,3,1,1,2,3,1,3,1,1,3,1,1,0,0
Transplanted At Another Center,Colorado,AB,12,0,3,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
Transplanted At Another Center,Connecticut,All ABO,703,52,55,55,53,33,35,28,25,32,34,37,23,19,13,9,19,20,13,19,30,18,14,18,10,30,15
Transplanted At Another Center,Connecticut,O,317,24,27,24,19,12,15,13,12,16,17,22,11,15,5,5,5,8,5,9,11,9,5,9,2,14,7
Transplanted At Another Center,Connecticut,A,232,15,11,17,21,12,15,10,7,9,10,10,6,3,6,3,9,11,5,7,13,5,7,6,5,8,2
Transplanted At Another Center,Connecticut,B,119,9,16,12,9,6,3,2,5,4,4,5,6,0,2,0,4,1,3,2,6,2,1,3,3,6,6
Transplanted At Another Center,Connecticut,AB,35,4,1,2,4,3,2,3,1,3,3,0,0,1,0,1,1,0,0,1,0,2,1,0,0,2,0
Transplanted At Another Center,Delaware,All ABO,85,8,4,4,4,4,6,12,8,6,6,9,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Delaware,O,50,7,3,1,1,3,2,8,4,4,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Delaware,A,23,1,1,0,3,1,2,3,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Delaware,B,11,0,0,3,0,0,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Delaware,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,District of Columbia,All ABO,985,68,100,55,59,48,57,69,46,43,35,30,50,26,31,44,24,48,26,26,18,23,18,11,13,7,12
Transplanted At Another Center,District of Columbia,O,533,38,61,34,35,28,27,33,24,24,19,20,26,14,19,28,12,19,16,10,12,9,8,3,5,3,8
Transplanted At Another Center,District of Columbia,A,261,14,20,15,17,8,18,20,13,13,10,6,17,6,10,10,3,15,6,10,4,6,5,5,6,3,1
Transplanted At Another Center,District of Columbia,B,158,13,18,4,6,9,7,14,5,5,5,4,5,5,1,5,9,12,4,4,1,8,5,3,2,1,3
Transplanted At Another Center,District of Columbia,AB,33,3,1,2,1,3,5,2,4,1,1,0,2,1,1,1,0,2,0,2,1,0,0,0,0,0,0
Transplanted At Another Center,Florida,All ABO,"2,455",263,256,263,166,145,120,105,131,79,94,111,90,87,89,57,76,76,68,42,51,37,29,20,18,11,8
Transplanted At Another Center,Florida,O,"1,244",129,134,128,80,76,60,43,67,35,50,57,52,44,41,32,36,51,40,23,23,25,13,8,6,7,5
Transplanted At Another Center,Florida,A,755,87,83,79,58,45,33,34,45,30,25,34,23,29,32,13,27,17,17,6,18,7,8,6,8,0,2
Transplanted At Another Center,Florida,B,388,44,32,50,22,21,20,23,17,11,15,16,14,10,13,10,11,6,9,13,9,4,8,6,4,4,1
Transplanted At Another Center,Florida,AB,68,3,7,6,6,3,7,5,2,3,4,4,1,4,3,2,2,2,2,0,1,1,0,0,0,0,0
Transplanted At Another Center,Georgia,All ABO,"1,663",229,201,162,174,142,119,82,44,60,49,67,43,41,32,33,21,27,16,30,22,16,12,7,10,13,12
Transplanted At Another Center,Georgia,O,814,112,96,67,86,69,51,36,18,31,25,41,19,23,16,22,10,17,10,17,5,11,8,2,8,7,8
Transplanted At Another Center,Georgia,A,511,63,69,52,60,40,44,28,15,16,15,18,16,10,9,7,8,3,2,8,12,2,3,3,2,3,3
Transplanted At Another Center,Georgia,B,272,46,30,37,19,24,16,16,10,11,9,5,6,6,5,3,2,5,3,5,5,3,1,2,0,2,1
Transplanted At Another Center,Georgia,AB,66,8,6,6,9,9,8,2,1,2,0,3,2,2,2,1,1,2,1,0,0,0,0,0,0,1,0
Transplanted At Another Center,Hawaii,All ABO,118,8,7,5,9,4,3,2,3,3,3,3,4,2,6,4,6,3,7,3,2,3,5,8,8,3,7
Transplanted At Another Center,Hawaii,O,30,3,1,3,2,2,1,1,0,2,0,0,0,1,2,1,2,0,1,1,0,1,1,2,2,0,1
Transplanted At Another Center,Hawaii,A,44,2,1,1,4,2,1,1,2,1,2,2,1,0,0,2,1,2,2,0,1,1,4,1,3,3,4
Transplanted At Another Center,Hawaii,B,32,2,5,1,1,0,1,0,0,0,1,1,2,1,3,1,1,1,3,1,1,0,0,4,3,0,1
Transplanted At Another Center,Hawaii,AB,12,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,2,0,1,1,0,1,0,1,0,0,1
Transplanted At Another Center,Illinois,All ABO,"2,020",117,98,92,104,117,91,102,114,90,104,89,96,62,69,83,86,82,76,58,63,59,49,39,39,31,40
Transplanted At Another Center,Illinois,O,966,63,52,48,55,50,47,51,58,40,50,37,43,32,28,32,46,34,43,30,28,23,19,17,21,12,21
Transplanted At Another Center,Illinois,A,681,32,25,22,30,41,30,35,39,29,31,36,39,16,31,39,25,34,21,23,16,26,17,15,13,13,12
Transplanted At Another Center,Illinois,B,301,19,18,21,17,22,10,14,13,16,18,13,10,12,9,10,10,9,8,4,17,8,13,5,2,4,4
Transplanted At Another Center,Illinois,AB,72,3,3,1,2,4,4,2,4,5,5,3,4,2,1,2,5,5,4,1,2,2,0,2,3,2,3
Transplanted At Another Center,Indiana,All ABO,421,31,52,38,40,26,25,24,25,21,25,14,17,15,7,5,6,4,6,6,4,8,3,10,1,5,5
Transplanted At Another Center,Indiana,O,189,13,27,17,23,8,7,12,11,7,13,5,14,7,3,1,2,0,4,2,0,2,2,3,0,3,4
Transplanted At Another Center,Indiana,A,161,13,15,14,13,16,11,8,6,10,10,4,1,5,3,4,2,4,2,3,4,6,0,4,1,1,1
Transplanted At Another Center,Indiana,B,61,5,6,7,4,2,4,4,6,4,2,5,2,3,1,0,2,0,0,1,0,0,0,3,0,1,0
Transplanted At Another Center,Indiana,AB,10,0,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transplanted At Another Center,Iowa,All ABO,448,51,36,45,34,35,30,23,25,13,15,20,15,6,9,7,11,17,10,8,12,7,4,1,7,5,3
Transplanted At Another Center,Iowa,O,202,26,11,18,14,11,12,10,10,4,5,12,7,5,4,2,7,9,6,6,9,6,3,1,2,2,1
Transplanted At Another Center,Iowa,A,143,13,15,14,11,13,9,10,9,6,5,7,4,1,4,4,2,4,1,1,1,1,1,0,4,1,2
Transplanted At Another Center,Iowa,B,85,11,9,11,7,9,7,3,6,1,3,1,4,0,1,1,2,3,3,0,1,0,0,0,1,1,0
Transplanted At Another Center,Iowa,AB,18,1,1,2,2,2,2,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Transplanted At Another Center,Kansas,All ABO,99,4,14,12,4,9,5,5,6,9,1,4,5,3,1,1,5,2,1,0,1,1,2,2,2,0,1
Transplanted At Another Center,Kansas,O,55,2,7,8,2,5,2,4,3,6,0,2,2,2,0,0,2,1,1,0,0,1,2,1,2,0,1
Transplanted At Another Center,Kansas,A,28,2,3,4,2,3,1,0,2,2,1,1,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0
Transplanted At Another Center,Kansas,B,13,0,4,0,0,0,2,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Kansas,AB,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Kentucky,All ABO,417,52,62,47,56,27,24,20,12,13,15,9,5,9,10,4,5,10,9,14,7,4,3,1,1,1,1
Transplanted At Another Center,Kentucky,O,218,20,42,27,26,11,9,7,8,8,8,6,2,4,8,3,2,5,8,8,2,0,2,1,1,1,1
Transplanted At Another Center,Kentucky,A,144,20,15,13,25,15,12,9,0,3,5,3,1,4,1,0,1,5,0,4,4,3,1,0,0,0,0
Transplanted At Another Center,Kentucky,B,48,11,5,6,5,1,2,3,3,2,1,0,2,1,1,1,1,0,1,2,1,1,0,0,0,0,0
Transplanted At Another Center,Kentucky,AB,7,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,Louisiana,All ABO,650,51,41,64,46,41,23,39,18,39,22,24,23,23,41,21,13,14,21,17,14,20,8,12,10,5,3
Transplanted At Another Center,Louisiana,O,372,26,20,42,27,22,13,23,12,24,15,15,12,11,24,8,8,7,12,11,9,12,2,7,8,2,1
Transplanted At Another Center,Louisiana,A,175,19,11,20,11,9,7,9,3,9,3,7,8,7,12,6,4,5,5,4,4,5,3,0,1,2,2
Transplanted At Another Center,Louisiana,B,84,4,7,2,6,7,2,6,3,4,4,2,3,4,5,6,0,2,4,2,1,3,3,3,1,1,0
Transplanted At Another Center,Louisiana,AB,19,2,3,0,2,3,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0
Transplanted At Another Center,Maine,All ABO,13,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0,2,0,0,0
Transplanted At Another Center,Maine,O,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Transplanted At Another Center,Maine,A,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Transplanted At Another Center,Maine,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Transplanted At Another Center,Maine,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Transplanted At Another Center,Maryland,All ABO,"1,899",166,154,152,128,130,115,72,61,47,55,52,44,42,50,76,65,71,63,81,57,48,50,33,43,40,19
Transplanted At Another Center,Maryland,O,934,71,83,72,59,66,59,29,23,29,29,33,24,21,22,35,39,36,30,42,27,25,24,19,20,17,10
Transplanted At Another Center,Maryland,A,554,50,34,43,34,40,31,28,24,10,17,12,12,9,11,28,14,21,14,25,18,16,20,8,18,16,4
Transplanted At Another Center,Maryland,B,346,38,33,29,26,20,22,13,13,6,7,6,8,9,15,12,12,12,15,13,11,6,3,4,4,6,4
Transplanted At Another Center,Maryland,AB,65,7,4,8,9,4,3,2,1,2,2,1,0,3,2,1,0,2,4,1,1,1,3,2,1,1,1
Transplanted At Another Center,Massachusetts,All ABO,531,34,53,30,25,24,15,15,19,8,13,15,15,14,16,15,23,9,6,18,9,22,24,31,23,32,30
Transplanted At Another Center,Massachusetts,O,274,24,32,17,12,12,5,5,8,5,6,6,10,5,7,4,15,3,4,10,4,11,11,15,15,16,17
Transplanted At Another Center,Massachusetts,A,159,5,13,7,7,9,7,4,7,2,7,5,4,6,5,7,7,5,1,3,4,8,7,9,4,8,9
Transplanted At Another Center,Massachusetts,B,82,5,8,5,3,2,3,6,3,1,0,3,1,3,3,3,1,1,1,3,1,3,4,7,4,6,3
Transplanted At Another Center,Massachusetts,AB,16,0,0,1,3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,2,0,0,2,1
Transplanted At Another Center,Michigan,All ABO,941,42,62,62,48,48,44,46,45,35,49,50,48,44,45,49,37,37,28,22,22,19,16,11,13,15,13
Transplanted At Another Center,Michigan,O,455,25,36,31,21,20,19,20,26,13,25,21,26,21,28,22,15,19,15,13,10,7,8,3,6,3,8
Transplanted At Another Center,Michigan,A,324,12,17,21,21,20,17,17,14,12,15,20,14,13,16,16,14,11,11,5,7,6,6,6,5,7,3
Transplanted At Another Center,Michigan,B,137,5,7,8,5,7,8,7,5,7,9,8,6,8,1,10,5,7,2,4,5,4,1,1,1,5,2
Transplanted At Another Center,Michigan,AB,25,0,2,2,1,1,0,2,0,3,0,1,2,2,0,1,3,0,0,0,0,2,1,1,1,0,0
Transplanted At Another Center,Minnesota,All ABO,939,74,69,58,44,57,43,47,42,29,31,26,43,35,31,28,22,23,36,15,24,29,29,30,33,32,19
Transplanted At Another Center,Minnesota,O,460,35,31,26,23,27,20,19,22,11,11,16,23,11,15,16,14,14,22,9,8,16,12,15,17,19,13
Transplanted At Another Center,Minnesota,A,318,24,21,20,16,22,17,19,14,13,13,7,16,18,12,10,3,3,7,4,9,10,9,11,13,8,2
Transplanted At Another Center,Minnesota,B,136,13,17,9,4,6,5,8,4,3,4,3,4,5,2,2,2,6,7,2,7,3,8,2,3,5,4
Transplanted At Another Center,Minnesota,AB,25,2,0,3,1,2,1,1,2,2,3,0,0,1,2,0,3,0,0,0,0,0,0,2,0,0,0
Transplanted At Another Center,Mississippi,All ABO,375,41,47,30,27,16,24,12,9,9,9,11,8,14,10,13,11,12,9,12,16,8,11,5,8,4,3
Transplanted At Another Center,Mississippi,O,186,22,24,13,6,7,10,9,5,3,3,5,8,8,6,3,6,8,3,9,8,4,8,3,6,1,1
Transplanted At Another Center,Mississippi,A,109,13,15,12,13,6,9,2,1,3,4,3,0,2,2,4,3,2,2,3,3,2,1,1,1,2,1
Transplanted At Another Center,Mississippi,B,66,6,7,4,5,2,5,1,1,3,2,2,0,3,1,5,1,2,4,0,5,1,2,1,1,1,1
Transplanted At Another Center,Mississippi,AB,14,0,1,1,3,1,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Transplanted At Another Center,Missouri,All ABO,543,40,43,32,30,26,26,19,19,18,19,21,25,21,17,21,23,24,20,20,17,21,12,13,10,9,6
Transplanted At Another Center,Missouri,O,253,24,28,15,8,10,10,12,9,7,7,12,9,13,7,7,14,12,8,12,5,8,6,5,3,3,2
Transplanted At Another Center,Missouri,A,209,9,14,12,19,11,13,5,8,6,8,8,13,6,8,10,6,8,5,7,5,10,5,5,6,5,3
Transplanted At Another Center,Missouri,B,69,7,1,5,3,4,3,2,1,5,3,1,3,2,1,2,2,4,7,1,5,1,1,2,1,1,1
Transplanted At Another Center,Missouri,AB,12,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,2,2,0,1,0,0,0
Transplanted At Another Center,Nebraska,All ABO,142,6,13,12,9,10,5,7,4,7,5,2,5,2,6,2,2,6,4,5,5,5,8,5,4,3,1
Transplanted At Another Center,Nebraska,O,74,2,6,7,3,6,4,2,1,1,3,2,1,2,5,1,0,3,2,4,2,3,6,3,2,2,1
Transplanted At Another Center,Nebraska,A,41,2,2,3,3,4,1,5,2,5,2,0,2,0,0,0,1,3,0,1,0,0,2,1,2,0,0
Transplanted At Another Center,Nebraska,B,24,2,4,2,3,0,0,0,1,1,0,0,1,0,1,1,1,0,2,0,3,1,0,0,0,1,0
Transplanted At Another Center,Nebraska,AB,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Transplanted At Another Center,Nevada,All ABO,111,12,9,9,4,6,4,2,1,1,4,0,2,5,10,7,1,4,6,6,3,7,1,2,2,0,3
Transplanted At Another Center,Nevada,O,47,5,4,4,2,2,0,0,0,1,4,0,1,2,6,3,0,1,3,1,1,2,1,2,2,0,0
Transplanted At Another Center,Nevada,A,36,5,4,3,1,2,4,1,0,0,0,0,0,0,1,1,1,2,1,4,1,2,0,0,0,0,3
Transplanted At Another Center,Nevada,B,22,2,1,1,1,2,0,0,1,0,0,0,1,1,2,3,0,1,2,0,1,3,0,0,0,0,0
Transplanted At Another Center,Nevada,AB,6,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
Transplanted At Another Center,New Hampshire,All ABO,24,1,2,0,3,0,2,1,1,1,3,0,2,1,0,1,1,1,2,0,0,0,2,0,0,0,0
Transplanted At Another Center,New Hampshire,O,10,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0
Transplanted At Another Center,New Hampshire,A,7,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,New Hampshire,B,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,New Hampshire,AB,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,New Jersey,All ABO,"2,698",78,94,101,100,66,116,77,106,113,111,123,129,159,208,182,192,163,108,108,90,98,82,44,35,31,25
Transplanted At Another Center,New Jersey,O,"1,243",29,42,46,48,30,38,37,52,50,48,60,58,75,102,90,94,67,57,51,39,48,36,24,16,13,14
Transplanted At Another Center,New Jersey,A,886,30,34,34,32,20,46,26,30,39,43,33,42,54,60,58,59,62,32,36,32,33,24,9,15,10,4
Transplanted At Another Center,New Jersey,B,440,16,16,19,13,15,23,12,21,18,16,27,22,28,35,27,25,30,14,16,8,12,17,7,1,5,4
Transplanted At Another Center,New Jersey,AB,129,3,2,2,7,1,9,2,3,6,4,3,7,2,11,7,14,4,5,5,11,5,5,4,3,3,3
Transplanted At Another Center,New Mexico,All ABO,129,7,7,7,6,11,8,11,10,4,8,6,3,3,4,5,3,4,7,1,2,6,1,0,3,1,2
Transplanted At Another Center,New Mexico,O,65,5,4,5,4,4,2,5,3,2,5,2,2,1,3,1,3,3,4,0,0,4,1,0,0,0,2
Transplanted At Another Center,New Mexico,A,44,1,2,1,2,6,4,2,4,2,3,3,1,2,0,2,0,1,2,0,2,1,0,0,2,1,0
Transplanted At Another Center,New Mexico,B,17,1,1,1,0,1,2,2,3,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0
Transplanted At Another Center,New Mexico,AB,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Transplanted At Another Center,New York,All ABO,"3,477",158,239,222,198,143,156,137,124,140,171,132,172,140,135,143,181,107,88,122,120,114,107,77,93,69,55
Transplanted At Another Center,New York,O,"1,633",72,120,118,101,69,69,70,52,71,92,60,81,66,68,73,91,42,35,61,46,46,43,28,38,31,25
Transplanted At Another Center,New York,A,"1,135",52,73,67,49,47,57,43,44,37,43,43,49,49,36,48,65,47,35,32,43,45,43,27,38,28,15
Transplanted At Another Center,New York,B,558,28,34,30,31,22,25,20,23,24,31,21,30,19,27,20,20,17,14,21,21,20,18,18,15,8,11
Transplanted At Another Center,New York,AB,151,6,12,7,17,5,5,4,5,8,5,8,12,6,4,2,5,1,4,8,10,3,3,4,2,2,4
Transplanted At Another Center,North Carolina,All ABO,"1,365",112,120,89,77,61,69,69,47,71,71,85,69,71,48,51,29,36,29,27,21,28,25,18,25,15,15
Transplanted At Another Center,North Carolina,O,689,45,56,45,38,32,26,29,19,41,34,43,37,41,30,26,16,22,19,18,12,10,16,9,13,8,7
Transplanted At Another Center,North Carolina,A,428,43,38,26,28,21,29,25,21,16,19,25,17,21,11,20,6,9,6,7,7,11,4,7,8,4,6
Transplanted At Another Center,North Carolina,B,212,18,23,17,10,6,12,12,7,13,16,14,12,7,6,4,7,5,3,2,1,7,5,2,3,2,1
Transplanted At Another Center,North Carolina,AB,36,6,3,1,1,2,2,3,0,1,2,3,3,2,1,1,0,0,1,0,1,0,0,0,1,1,1
Transplanted At Another Center,North Dakota,All ABO,19,0,2,2,3,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,1,2,0,1,0
Transplanted At Another Center,North Dakota,O,13,0,2,1,1,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
Transplanted At Another Center,North Dakota,A,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transplanted At Another Center,North Dakota,B,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Transplanted At Another Center,Ohio,All ABO,"1,781",93,118,89,97,84,79,75,81,88,82,64,78,86,88,84,47,67,65,40,52,36,38,47,38,34,55
Transplanted At Another Center,Ohio,O,885,50,64,43,40,36,41,33,45,46,47,29,40,49,49,36,19,31,32,22,27,16,17,26,24,17,22
Transplanted At Another Center,Ohio,A,573,28,38,27,34,34,25,25,18,31,19,22,23,19,29,32,16,26,25,11,14,13,11,15,10,10,25
Transplanted At Another Center,Ohio,B,270,13,12,17,20,13,12,15,15,7,14,13,12,12,8,12,8,9,6,6,11,5,7,6,4,6,8
Transplanted At Another Center,Ohio,AB,53,2,4,2,3,1,1,2,3,4,2,0,3,6,2,4,4,1,2,1,0,2,3,0,0,1,0
Transplanted At Another Center,Oklahoma,All ABO,177,12,18,17,16,8,12,10,5,7,9,7,2,4,7,4,2,6,0,3,3,6,10,4,1,1,3
