,Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,removal_category
3073,Too Sick to Transplant,Connecticut,O,237,21,24,24,40,24,11,14,8,9,10,5,2,0,6,3,4,3,5,1,9,3,2,0,6,4,1,Died/Too Sick
3074,Too Sick to Transplant,Connecticut,A,152,17,12,19,27,8,8,6,12,8,11,4,0,0,0,2,3,3,1,0,1,2,1,0,6,2,0,Died/Too Sick
3075,Too Sick to Transplant,Connecticut,B,91,13,11,13,11,3,7,5,5,5,7,0,0,1,0,0,1,1,1,0,0,1,0,1,2,3,0,Died/Too Sick
3076,Too Sick to Transplant,Connecticut,AB,19,1,3,2,5,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,Died/Too Sick
3077,Too Sick to Transplant,Delaware,All ABO,234,3,17,15,25,27,53,36,16,19,8,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3078,Too Sick to Transplant,Delaware,O,115,2,9,8,10,13,25,18,9,12,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3079,Too Sick to Transplant,Delaware,A,62,1,3,4,10,9,8,9,4,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3080,Too Sick to Transplant,Delaware,B,48,0,5,2,5,5,19,6,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3081,Too Sick to Transplant,Delaware,AB,9,0,0,1,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3082,Too Sick to Transplant,District of Columbia,All ABO,667,42,37,47,20,18,56,43,67,20,20,19,19,18,25,53,40,35,12,14,16,11,11,7,6,7,9,Died/Too Sick
3083,Too Sick to Transplant,District of Columbia,O,343,18,24,19,10,11,30,20,32,14,11,10,11,8,15,33,12,20,3,8,10,4,2,6,5,5,3,Died/Too Sick
3084,Too Sick to Transplant,District of Columbia,A,180,15,5,14,9,5,17,11,17,5,7,3,4,5,5,7,17,8,4,4,5,4,5,0,1,1,2,Died/Too Sick
3085,Too Sick to Transplant,District of Columbia,B,129,8,7,14,1,2,9,11,15,0,2,4,3,4,5,11,9,6,5,2,1,3,4,1,0,1,4,Died/Too Sick
3086,Too Sick to Transplant,District of Columbia,AB,15,1,1,0,0,0,0,1,3,1,0,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,Died/Too Sick
3087,Too Sick to Transplant,Florida,All ABO,"2,106",247,182,207,194,231,195,116,75,56,67,52,69,51,54,48,40,38,28,29,38,27,19,23,20,12,15,Died/Too Sick
3088,Too Sick to Transplant,Florida,O,"1,073",114,97,101,103,118,96,62,37,37,35,26,33,30,27,30,22,18,15,10,18,15,10,13,9,7,5,Died/Too Sick
3089,Too Sick to Transplant,Florida,A,616,66,56,68,48,69,62,34,25,13,24,16,22,10,16,10,11,11,8,12,10,5,6,4,5,4,5,Died/Too Sick
3090,Too Sick to Transplant,Florida,B,353,54,28,34,34,37,31,17,12,5,8,9,13,10,9,7,7,9,5,4,7,6,2,2,5,1,4,Died/Too Sick
3091,Too Sick to Transplant,Florida,AB,64,13,1,4,9,7,6,3,1,1,0,1,1,1,2,1,0,0,0,3,3,1,1,4,1,0,1,Died/Too Sick
3092,Too Sick to Transplant,Georgia,All ABO,"1,416",96,170,150,175,189,94,61,60,53,55,55,33,42,18,23,14,10,8,6,17,22,25,5,11,18,17,Died/Too Sick
3093,Too Sick to Transplant,Georgia,O,736,48,85,78,95,104,49,34,36,19,30,23,16,26,9,12,6,7,2,3,9,12,15,1,7,10,5,Died/Too Sick
3094,Too Sick to Transplant,Georgia,A,387,26,58,38,46,50,29,14,12,17,14,21,13,8,5,5,2,1,3,2,5,5,6,2,1,4,6,Died/Too Sick
3095,Too Sick to Transplant,Georgia,B,255,19,24,30,30,28,12,9,12,17,8,11,3,8,4,5,5,2,3,1,3,4,3,2,3,4,5,Died/Too Sick
3096,Too Sick to Transplant,Georgia,AB,38,3,3,4,4,7,4,4,0,0,3,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,Died/Too Sick
3097,Too Sick to Transplant,Hawaii,All ABO,306,9,35,39,16,19,16,4,12,19,11,9,11,9,11,13,15,11,8,3,12,9,4,3,3,5,2,Died/Too Sick
3098,Too Sick to Transplant,Hawaii,O,112,2,14,14,6,9,7,1,3,5,5,2,6,3,5,4,9,5,1,2,1,4,2,1,2,1,0,Died/Too Sick
3099,Too Sick to Transplant,Hawaii,A,99,4,12,13,3,7,6,2,2,6,4,3,2,5,3,5,4,5,3,0,5,1,0,1,0,3,0,Died/Too Sick
3100,Too Sick to Transplant,Hawaii,B,82,1,8,12,5,3,3,1,6,6,1,2,3,1,3,3,2,1,4,0,6,4,2,1,1,1,2,Died/Too Sick
3101,Too Sick to Transplant,Hawaii,AB,13,2,1,0,2,0,0,0,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Died/Too Sick
3102,Too Sick to Transplant,Illinois,All ABO,"2,133",113,172,161,173,231,249,209,117,69,69,49,68,37,47,36,45,19,19,46,23,23,19,52,36,52,12,Died/Too Sick
3103,Too Sick to Transplant,Illinois,O,"1,045",52,87,85,97,121,124,96,56,34,38,21,30,20,24,20,18,10,9,24,7,9,7,22,13,24,8,Died/Too Sick
3104,Too Sick to Transplant,Illinois,A,689,32,54,43,52,64,79,72,38,22,18,18,30,14,13,14,19,5,7,11,13,12,9,20,12,18,1,Died/Too Sick
3105,Too Sick to Transplant,Illinois,B,332,24,29,26,21,37,41,30,18,13,11,7,8,2,10,2,6,3,3,7,2,2,3,8,9,9,2,Died/Too Sick
3106,Too Sick to Transplant,Illinois,AB,67,5,2,7,3,9,5,11,5,0,2,3,0,1,0,0,2,1,0,4,1,0,0,2,2,1,1,Died/Too Sick
3107,Too Sick to Transplant,Indiana,All ABO,"1,016",52,73,70,72,89,88,80,63,97,77,59,46,30,26,15,11,12,11,7,16,13,11,5,5,3,2,Died/Too Sick
3108,Too Sick to Transplant,Indiana,O,509,22,42,37,38,41,48,36,33,49,37,29,26,14,7,10,4,9,7,3,4,4,8,3,2,2,1,Died/Too Sick
3109,Too Sick to Transplant,Indiana,A,336,19,18,22,28,29,28,31,20,31,26,18,15,13,12,4,4,3,4,1,4,5,0,1,2,1,0,Died/Too Sick
3110,Too Sick to Transplant,Indiana,B,141,9,11,11,5,15,9,10,6,13,14,10,5,3,3,1,3,0,0,3,7,4,3,1,1,0,1,Died/Too Sick
3111,Too Sick to Transplant,Indiana,AB,30,2,2,0,1,4,3,3,4,4,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,Died/Too Sick
3112,Too Sick to Transplant,Iowa,All ABO,480,20,29,36,37,31,41,25,45,36,21,29,25,16,5,9,7,11,16,3,11,5,7,7,5,1,4,Died/Too Sick
3113,Too Sick to Transplant,Iowa,O,241,9,17,21,16,16,25,12,16,18,10,18,11,10,3,6,5,4,7,3,6,0,2,4,3,1,0,Died/Too Sick
3114,Too Sick to Transplant,Iowa,A,160,7,8,10,18,10,8,9,18,10,10,8,10,2,2,3,2,4,4,0,4,4,2,2,1,0,4,Died/Too Sick
3115,Too Sick to Transplant,Iowa,B,71,4,3,5,3,4,7,3,8,8,1,3,4,4,0,0,0,3,5,0,0,1,3,1,1,0,0,Died/Too Sick
3116,Too Sick to Transplant,Iowa,AB,8,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Died/Too Sick
3117,Too Sick to Transplant,Kansas,All ABO,274,7,7,15,21,32,52,24,22,22,11,4,4,4,1,3,9,4,2,3,2,2,12,2,6,2,1,Died/Too Sick
3118,Too Sick to Transplant,Kansas,O,153,5,4,9,13,16,32,12,11,12,8,2,2,3,0,2,5,4,0,3,1,1,4,1,2,1,0,Died/Too Sick
3119,Too Sick to Transplant,Kansas,A,88,2,2,4,7,10,16,8,7,10,1,2,1,0,1,1,2,0,2,0,1,1,6,1,2,0,1,Died/Too Sick
3120,Too Sick to Transplant,Kansas,B,26,0,1,2,1,4,4,4,2,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,1,1,0,Died/Too Sick
3121,Too Sick to Transplant,Kansas,AB,7,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Died/Too Sick
3122,Too Sick to Transplant,Kentucky,All ABO,427,48,90,44,31,38,33,30,20,14,13,6,16,13,5,5,4,3,1,1,3,2,1,1,2,6,0,Died/Too Sick
3123,Too Sick to Transplant,Kentucky,O,220,28,52,24,13,15,18,9,9,7,4,2,9,8,4,3,2,3,1,1,2,1,0,1,1,4,0,Died/Too Sick
3124,Too Sick to Transplant,Kentucky,A,150,14,24,15,16,19,10,15,9,6,6,2,5,3,1,0,2,0,0,0,1,1,1,0,1,0,0,Died/Too Sick
3125,Too Sick to Transplant,Kentucky,B,50,6,13,5,2,4,3,5,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,Died/Too Sick
3126,Too Sick to Transplant,Kentucky,AB,7,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Died/Too Sick
3127,Too Sick to Transplant,Louisiana,All ABO,"1,129",94,115,81,118,73,73,51,33,52,80,54,46,38,23,16,16,19,32,21,15,29,18,12,15,4,3,Died/Too Sick
3128,Too Sick to Transplant,Louisiana,O,592,51,57,46,65,40,43,29,17,34,36,32,14,19,10,7,10,9,16,7,10,17,11,6,2,3,1,Died/Too Sick
3129,Too Sick to Transplant,Louisiana,A,282,20,27,22,30,20,10,10,12,11,25,13,16,11,6,6,4,4,8,7,2,5,4,2,6,1,1,Died/Too Sick
3130,Too Sick to Transplant,Louisiana,B,226,21,29,12,20,11,19,11,4,6,17,7,12,8,6,2,1,3,8,7,3,7,3,4,5,0,1,Died/Too Sick
3131,Too Sick to Transplant,Louisiana,AB,29,2,2,1,3,2,1,1,0,1,2,2,4,0,1,1,1,3,0,0,0,0,0,0,2,0,0,Died/Too Sick
3132,Too Sick to Transplant,Maine,All ABO,113,2,4,3,1,4,3,4,5,15,10,8,3,5,10,3,2,0,6,5,1,2,3,3,5,7,0,Died/Too Sick
3133,Too Sick to Transplant,Maine,O,56,2,1,2,0,1,1,0,3,6,7,4,2,4,4,2,2,0,3,3,1,1,3,0,3,2,0,Died/Too Sick
3134,Too Sick to Transplant,Maine,A,41,0,2,1,1,2,2,2,1,5,3,4,1,0,2,0,0,0,3,1,0,1,0,3,2,5,0,Died/Too Sick
3135,Too Sick to Transplant,Maine,B,15,0,1,0,0,1,0,2,1,4,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,Died/Too Sick
3136,Too Sick to Transplant,Maine,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3137,Too Sick to Transplant,Maryland,All ABO,869,62,102,111,90,65,43,33,24,27,27,16,39,25,7,20,12,21,12,17,20,25,11,12,18,20,14,Died/Too Sick
3138,Too Sick to Transplant,Maryland,O,413,25,47,55,43,34,20,10,17,12,13,9,18,10,3,13,7,12,7,9,7,10,3,8,7,11,5,Died/Too Sick
3139,Too Sick to Transplant,Maryland,A,263,20,35,33,29,15,16,15,2,8,7,4,7,10,3,3,2,4,2,6,9,8,5,2,9,5,6,Died/Too Sick
3140,Too Sick to Transplant,Maryland,B,166,15,17,17,17,15,7,7,5,7,7,2,12,4,1,4,3,4,2,2,3,5,1,2,1,3,3,Died/Too Sick
3141,Too Sick to Transplant,Maryland,AB,27,2,3,6,1,1,0,1,0,0,0,1,2,1,0,0,0,1,1,0,1,2,2,0,1,1,0,Died/Too Sick
3142,Too Sick to Transplant,Massachusetts,All ABO,"1,127",77,102,80,90,99,75,84,59,60,49,43,29,19,19,42,20,13,17,31,24,24,17,11,21,15,13,Died/Too Sick
3143,Too Sick to Transplant,Massachusetts,O,567,42,42,48,50,54,33,38,25,30,28,24,18,11,9,22,10,7,8,11,15,12,9,4,9,5,8,Died/Too Sick
3144,Too Sick to Transplant,Massachusetts,A,353,23,41,24,25,29,24,32,21,15,12,14,6,5,5,11,7,3,5,12,6,9,5,5,7,4,3,Died/Too Sick
3145,Too Sick to Transplant,Massachusetts,B,178,11,14,7,12,15,16,14,9,13,9,4,4,2,4,8,3,2,4,8,3,3,3,1,5,5,0,Died/Too Sick
3146,Too Sick to Transplant,Massachusetts,AB,29,1,5,1,3,1,2,0,4,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,2,Died/Too Sick
3147,Too Sick to Transplant,Michigan,All ABO,"2,224",108,133,180,215,205,146,122,100,105,116,100,106,82,80,80,42,35,37,46,31,28,29,37,43,25,15,Died/Too Sick
3148,Too Sick to Transplant,Michigan,O,"1,116",60,65,86,103,107,71,55,54,54,62,45,54,46,39,36,24,21,21,20,17,10,13,19,25,14,5,Died/Too Sick
3149,Too Sick to Transplant,Michigan,A,669,25,44,49,70,61,41,43,21,29,34,33,35,21,24,35,12,7,11,11,9,13,8,12,15,9,7,Died/Too Sick
3150,Too Sick to Transplant,Michigan,B,377,20,22,39,34,31,31,20,22,17,18,18,14,14,15,8,5,6,4,15,4,4,6,3,3,2,3,Died/Too Sick
3151,Too Sick to Transplant,Michigan,AB,62,3,2,6,8,6,3,4,3,5,2,4,3,1,2,1,1,1,1,0,1,1,2,3,0,0,0,Died/Too Sick
3152,Too Sick to Transplant,Minnesota,All ABO,779,46,72,72,69,77,89,63,47,34,29,15,13,15,29,14,8,8,9,10,10,8,9,11,4,13,12,Died/Too Sick
3153,Too Sick to Transplant,Minnesota,O,372,23,35,38,36,37,42,25,20,13,10,8,5,8,13,6,6,5,7,2,9,3,5,4,1,7,7,Died/Too Sick
3154,Too Sick to Transplant,Minnesota,A,276,16,24,24,22,26,28,27,20,15,13,6,6,4,10,4,2,1,2,7,1,4,2,5,2,4,4,Died/Too Sick
3155,Too Sick to Transplant,Minnesota,B,108,6,13,7,10,11,18,9,5,3,5,1,1,3,5,2,0,2,0,1,0,1,0,2,1,2,1,Died/Too Sick
3156,Too Sick to Transplant,Minnesota,AB,23,1,0,3,1,3,1,2,2,3,1,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,Died/Too Sick
3157,Too Sick to Transplant,Mississippi,All ABO,156,11,11,14,17,6,3,3,5,6,6,6,6,1,3,1,4,3,7,8,9,5,7,4,5,7,1,Died/Too Sick
3158,Too Sick to Transplant,Mississippi,O,85,7,3,10,10,0,2,2,3,4,1,6,4,0,2,0,3,0,5,4,5,3,5,2,2,2,1,Died/Too Sick
3159,Too Sick to Transplant,Mississippi,A,38,3,4,2,5,5,1,1,2,1,2,0,1,1,0,0,1,1,0,3,1,1,0,0,2,2,0,Died/Too Sick
3160,Too Sick to Transplant,Mississippi,B,31,1,3,2,2,1,0,0,0,1,3,0,1,0,1,1,0,2,2,1,3,1,2,2,1,2,0,Died/Too Sick
3161,Too Sick to Transplant,Mississippi,AB,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Died/Too Sick
3162,Too Sick to Transplant,Missouri,All ABO,934,49,65,55,61,63,89,45,35,44,52,54,44,14,26,29,16,21,26,23,20,36,23,11,20,13,11,Died/Too Sick
3163,Too Sick to Transplant,Missouri,O,455,20,30,28,30,29,49,20,19,21,25,31,24,5,9,12,7,9,17,8,9,15,13,7,16,4,4,Died/Too Sick
3164,Too Sick to Transplant,Missouri,A,314,21,22,17,21,23,24,18,12,14,19,17,14,6,9,11,7,10,6,9,7,8,8,2,3,6,3,Died/Too Sick
3165,Too Sick to Transplant,Missouri,B,138,8,11,9,9,8,14,7,2,7,7,6,5,2,7,6,1,2,1,5,3,10,2,2,0,3,3,Died/Too Sick
3166,Too Sick to Transplant,Missouri,AB,27,0,2,1,1,3,2,0,2,2,1,0,1,1,1,0,1,0,2,1,1,3,0,0,1,0,1,Died/Too Sick
3167,Too Sick to Transplant,Nebraska,All ABO,232,7,13,19,18,24,28,9,32,15,24,6,7,3,1,2,2,0,2,2,2,4,4,3,1,4,2,Died/Too Sick
3168,Too Sick to Transplant,Nebraska,O,93,5,4,7,10,10,7,6,11,5,10,3,3,1,0,1,1,0,0,1,1,2,2,2,0,0,1,Died/Too Sick
3169,Too Sick to Transplant,Nebraska,A,98,1,6,9,5,11,12,3,15,6,12,3,2,1,1,0,1,0,2,1,1,2,0,1,1,2,1,Died/Too Sick
3170,Too Sick to Transplant,Nebraska,B,37,1,3,3,2,3,8,0,6,4,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,2,0,Died/Too Sick
3171,Too Sick to Transplant,Nebraska,AB,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Died/Too Sick
3172,Too Sick to Transplant,Nevada,All ABO,164,8,9,9,9,11,4,3,2,3,13,5,13,23,3,6,7,0,6,3,5,5,2,2,9,2,2,Died/Too Sick
3173,Too Sick to Transplant,Nevada,O,83,5,4,4,2,5,2,2,0,3,5,4,10,12,0,2,4,0,3,2,3,3,1,1,4,0,2,Died/Too Sick
3174,Too Sick to Transplant,Nevada,A,54,3,5,4,4,3,1,0,1,0,5,1,1,9,1,3,1,0,2,1,1,2,1,1,3,1,0,Died/Too Sick
3175,Too Sick to Transplant,Nevada,B,20,0,0,1,3,2,1,0,0,0,3,0,2,1,0,1,2,0,1,0,0,0,0,0,2,1,0,Died/Too Sick
3176,Too Sick to Transplant,Nevada,AB,7,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,Died/Too Sick
3177,Too Sick to Transplant,New Hampshire,All ABO,78,8,8,6,6,10,6,3,5,8,4,2,2,1,2,0,0,1,0,0,0,0,3,0,2,3,0,Died/Too Sick
3178,Too Sick to Transplant,New Hampshire,O,38,4,3,3,2,5,3,1,3,5,3,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,Died/Too Sick
3179,Too Sick to Transplant,New Hampshire,A,30,4,3,2,3,5,2,1,2,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,Died/Too Sick
3180,Too Sick to Transplant,New Hampshire,B,9,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Died/Too Sick
3181,Too Sick to Transplant,New Hampshire,AB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3182,Too Sick to Transplant,New Jersey,All ABO,"1,625",79,94,111,144,147,172,182,134,111,88,85,75,43,23,9,20,18,10,15,7,8,9,10,16,15,14,Died/Too Sick
3183,Too Sick to Transplant,New Jersey,O,829,39,48,50,76,76,94,95,69,50,41,51,45,21,7,5,11,9,5,8,2,5,3,6,11,7,6,Died/Too Sick
3184,Too Sick to Transplant,New Jersey,A,446,20,25,33,40,40,45,50,37,33,26,17,17,12,11,3,5,6,2,5,3,1,2,2,5,4,5,Died/Too Sick
3185,Too Sick to Transplant,New Jersey,B,299,20,20,23,20,28,29,32,27,25,17,14,11,5,3,1,4,3,2,1,2,2,4,1,0,3,2,Died/Too Sick
3186,Too Sick to Transplant,New Jersey,AB,51,0,1,5,8,3,4,5,1,3,4,3,2,5,2,0,0,0,1,1,0,0,0,1,0,1,1,Died/Too Sick
3187,Too Sick to Transplant,New Mexico,All ABO,225,18,16,15,17,6,13,12,13,7,7,3,8,3,2,13,8,7,6,9,7,7,11,9,5,3,1,Died/Too Sick
3188,Too Sick to Transplant,New Mexico,O,145,6,11,12,13,3,9,7,9,5,5,2,4,1,1,10,6,5,3,5,6,5,8,5,3,2,0,Died/Too Sick
3189,Too Sick to Transplant,New Mexico,A,53,5,3,3,2,2,3,4,2,1,2,1,3,2,1,1,2,2,1,2,1,1,3,3,2,1,0,Died/Too Sick
3190,Too Sick to Transplant,New Mexico,B,22,5,1,0,1,1,1,1,2,1,0,0,1,0,0,2,0,0,2,2,0,1,0,1,0,0,0,Died/Too Sick
3191,Too Sick to Transplant,New Mexico,AB,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
3192,Too Sick to Transplant,New York,All ABO,"3,376",240,257,267,326,241,265,240,201,158,164,142,131,112,71,47,43,67,45,54,76,93,43,37,29,43,17,Died/Too Sick
3193,Too Sick to Transplant,New York,O,"1,633",126,140,132,166,119,134,121,94,62,82,64,58,54,28,22,21,28,24,21,31,44,19,21,15,21,2,Died/Too Sick
3194,Too Sick to Transplant,New York,A,986,60,68,75,85,67,77,69,55,61,49,49,38,39,24,11,14,20,9,17,24,26,16,9,10,14,9,Died/Too Sick
3195,Too Sick to Transplant,New York,B,646,53,45,52,58,45,47,41,43,30,27,27,30,16,16,13,6,16,11,12,17,18,7,6,4,8,6,Died/Too Sick
3196,Too Sick to Transplant,New York,AB,111,1,4,8,17,10,7,9,9,5,6,2,5,3,3,1,2,3,1,4,4,5,1,1,0,0,0,Died/Too Sick
3197,Too Sick to Transplant,North Carolina,All ABO,"1,857",90,117,123,155,165,176,171,170,129,75,41,62,40,46,48,28,25,28,33,28,27,37,17,25,21,13,Died/Too Sick
3198,Too Sick to Transplant,North Carolina,O,981,41,67,65,84,88,90,95,92,69,36,22,38,23,23,20,16,15,13,20,14,14,17,10,12,11,6,Died/Too Sick
3199,Too Sick to Transplant,North Carolina,A,514,23,30,30,43,45,56,45,49,43,21,9,15,9,10,15,4,6,9,9,6,7,13,4,10,6,3,Died/Too Sick
3200,Too Sick to Transplant,North Carolina,B,318,26,17,27,27,28,25,25,25,14,15,7,8,6,11,10,8,4,6,3,7,6,6,2,3,4,4,Died/Too Sick
3201,Too Sick to Transplant,North Carolina,AB,44,0,3,1,1,4,5,6,4,3,3,3,1,2,2,3,0,0,0,1,1,0,1,1,0,0,0,Died/Too Sick
3202,Too Sick to Transplant,North Dakota,All ABO,148,16,16,7,4,9,6,6,8,10,5,1,8,9,3,3,2,6,3,9,2,1,5,2,3,4,1,Died/Too Sick
3203,Too Sick to Transplant,North Dakota,O,89,9,8,5,4,5,2,2,6,4,3,0,5,7,2,3,2,3,1,7,1,0,3,1,1,4,1,Died/Too Sick
3204,Too Sick to Transplant,North Dakota,A,50,5,8,1,0,3,4,3,2,6,1,1,3,2,1,0,0,1,2,2,1,0,2,1,2,0,0,Died/Too Sick
3205,Too Sick to Transplant,North Dakota,B,7,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,Died/Too Sick
3206,Too Sick to Transplant,North Dakota,AB,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3207,Too Sick to Transplant,Ohio,All ABO,"1,805",100,76,106,125,176,136,159,107,91,94,70,73,73,87,56,48,43,24,22,16,30,22,25,19,19,26,Died/Too Sick
3208,Too Sick to Transplant,Ohio,O,914,48,42,54,70,90,74,76,54,49,53,41,32,46,45,29,18,12,12,14,8,12,7,9,3,10,13,Died/Too Sick
3209,Too Sick to Transplant,Ohio,A,573,29,24,28,32,52,44,61,34,31,21,19,19,22,27,14,19,20,9,7,6,12,9,11,14,6,7,Died/Too Sick
3210,Too Sick to Transplant,Ohio,B,270,17,7,21,20,28,17,17,18,11,18,9,18,5,13,9,10,9,1,1,2,6,6,5,1,3,4,Died/Too Sick
3211,Too Sick to Transplant,Ohio,AB,48,6,3,3,3,6,1,5,1,0,2,1,4,0,2,4,1,2,2,0,0,0,0,0,1,0,2,Died/Too Sick
3212,Too Sick to Transplant,Oklahoma,All ABO,529,21,34,24,42,32,41,27,40,44,32,22,20,16,10,9,5,6,15,12,8,16,10,9,11,14,14,Died/Too Sick
3213,Too Sick to Transplant,Oklahoma,O,280,9,17,15,28,20,20,16,16,19,16,11,10,10,4,4,2,2,10,7,5,11,4,5,6,10,6,Died/Too Sick
3214,Too Sick to Transplant,Oklahoma,A,168,9,11,5,12,8,15,9,16,16,6,8,8,4,4,2,2,3,3,4,2,2,5,3,3,3,5,Died/Too Sick
3215,Too Sick to Transplant,Oklahoma,B,68,1,3,4,2,4,5,2,7,8,8,3,1,1,2,3,1,1,2,1,1,2,1,1,2,1,2,Died/Too Sick
3216,Too Sick to Transplant,Oklahoma,AB,13,2,3,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Died/Too Sick
3217,Too Sick to Transplant,Oregon,All ABO,442,21,42,36,47,53,53,45,35,21,11,10,17,6,6,6,3,4,2,1,6,3,5,4,4,1,1,Died/Too Sick
3218,Too Sick to Transplant,Oregon,O,231,15,26,20,26,26,30,27,14,11,5,4,9,2,2,1,1,1,2,0,3,0,2,3,1,0,0,Died/Too Sick
3219,Too Sick to Transplant,Oregon,A,131,5,10,12,12,17,13,13,11,2,5,5,5,1,2,4,1,3,0,0,2,3,2,0,2,1,0,Died/Too Sick
3220,Too Sick to Transplant,Oregon,B,63,1,5,3,9,5,9,4,7,7,1,1,2,3,0,1,1,0,0,0,1,0,0,1,1,0,1,Died/Too Sick
3221,Too Sick to Transplant,Oregon,AB,17,0,1,1,0,5,1,1,3,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,Died/Too Sick
3222,Too Sick to Transplant,Pennsylvania,All ABO,"3,517",178,251,282,329,346,335,251,220,204,182,143,111,130,95,61,57,53,60,65,40,35,32,25,31,22,28,Died/Too Sick
3223,Too Sick to Transplant,Pennsylvania,O,"1,702",96,138,148,148,173,166,119,110,96,72,69,57,55,43,20,22,28,35,32,19,14,15,9,15,10,11,Died/Too Sick
3224,Too Sick to Transplant,Pennsylvania,A,"1,100",50,65,92,117,104,104,89,68,64,60,46,29,40,33,23,18,13,16,19,13,13,10,11,7,6,8,Died/Too Sick
3225,Too Sick to Transplant,Pennsylvania,B,587,20,41,36,52,55,51,37,38,35,42,24,19,30,17,13,13,11,7,14,7,5,7,4,7,6,5,Died/Too Sick
3226,Too Sick to Transplant,Pennsylvania,AB,128,12,7,6,12,14,14,6,4,9,8,4,6,5,2,5,4,1,2,0,1,3,0,1,2,0,4,Died/Too Sick
3227,Too Sick to Transplant,Puerto Rico,All ABO,380,23,36,61,40,57,31,10,8,9,16,17,20,20,6,5,7,4,0,2,0,0,1,3,2,3,0,Died/Too Sick
3228,Too Sick to Transplant,Puerto Rico,O,195,8,20,34,20,25,14,7,4,4,12,7,12,12,4,2,2,2,0,1,0,0,1,2,0,2,0,Died/Too Sick
3229,Too Sick to Transplant,Puerto Rico,A,134,9,14,22,15,25,10,1,3,3,1,6,6,6,1,3,4,1,0,1,0,0,0,1,2,1,0,Died/Too Sick
3230,Too Sick to Transplant,Puerto Rico,B,43,5,2,4,4,5,5,2,1,2,3,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Died/Too Sick
3231,Too Sick to Transplant,Puerto Rico,AB,8,1,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
3232,Too Sick to Transplant,Rhode Island,All ABO,110,7,20,14,10,8,6,3,4,4,4,7,0,6,3,0,1,0,3,3,2,1,1,2,1,0,0,Died/Too Sick
3233,Too Sick to Transplant,Rhode Island,O,65,4,11,10,6,6,4,2,1,1,3,4,0,3,1,0,0,0,2,3,2,0,1,1,0,0,0,Died/Too Sick
